combination,country,correction_bnusd_per_mha
rice_maize,GEO,7.5
rice_maize,GHA,-1.0176984071731567
rice_maize,GIN,-0.6864410638809204
rice_maize,GNB,-1.703679084777832
rice_maize,GRC,-2.030602812767029
rice_maize,GTM,-2.182709813117981
rice_maize,HND,-1.7741804122924805
rice_maize,HTI,-2.2090805768966675
rice_maize,HUN,7.5
rice_maize,IDN,-0.0
rice_maize,IND,-1.5077426433563232
rice_maize,IRN,-5.5161731243133545
rice_maize,IRQ,-2.3709990978240967
rice_maize,ITA,-3.0599868297576904
rice_maize,KAZ,0.07683989033102989
rice_maize,KEN,-1.3079563975334167
rice_maize,KGZ,-3.3971409797668457
rice_maize,KOR,-6.8399059772491455
rice_maize,LAO,-1.6010198593139648
rice_maize,LKA,-1.2200570702552795
rice_maize,LSO,-0.0
rice_maize,MAR,2.6312246322631836
rice_maize,MDA,7.5
rice_maize,MDG,-1.2577229738235474
rice_maize,MEX,-0.6994309723377228
rice_maize,MKD,7.5
rice_maize,MLI,-0.5936621427536011
rice_maize,MMR,-1.8536213636398315
rice_maize,MOZ,-0.5327273607254028
rice_maize,MUS,7.5
rice_maize,MWI,-1.2785919308662415
rice_maize,NAM,7.5
rice_maize,NGA,-0.7131123244762421
rice_maize,NIC,-0.0
rice_maize,NPL,-0.6358287334442139
rice_maize,PAK,-1.4368464946746826
rice_maize,PER,-2.0332024097442627
rice_maize,PHL,-1.1073416471481323
rice_maize,PRI,7.5
rice_maize,PRT,2.98510479927063
rice_maize,PRY,-1.0809534788131714
rice_maize,ROU,-1.5118907690048218
rice_maize,RUS,7.5
rice_maize,RWA,-2.059702157974243
rice_maize,SAU,7.5
rice_maize,SDN,-2.523366689682007
rice_maize,SEN,7.5
rice_maize,SLE,7.5
rice_maize,SLV,-2.9107296466827393
rice_maize,SOM,-0.6507601141929626
rice_maize,SSD,-2.357653021812439
rice_maize,SVK,-0.0
rice_maize,SVN,-0.0
rice_maize,SWZ,7.5
rice_maize,SYR,-1.494040846824646
rice_maize,TCD,-0.8244449496269226
rice_maize,TGO,-0.45745545625686646
rice_maize,THA,-0.9042835235595703
rice_maize,TJK,-5.1068339347839355
rice_maize,TKM,-1.2737932205200195
rice_maize,TLS,-1.5115097761154175
rice_maize,TUN,-0.0
rice_maize,TUR,-2.9757723808288574
rice_maize,TZA,-0.11803673207759857
rice_maize,UGA,-2.2781561613082886
rice_maize,UKR,7.5
rice_maize,URY,-1.0172240436077118
rice_maize,USA,-1.8339455127716064
rice_maize,UZB,-5.909193515777588
rice_maize,VEN,-1.3209790587425232
rice_maize,VNM,-1.2580879926681519
rice_maize,YEM,-0.0
rice_maize,ZAF,-1.2925183176994324
rice_maize,ZMB,-1.247011423110962
rice_maize,ZWE,7.5
rice_wheat,AFG,-1.3623466491699219
rice_wheat,AGO,7.5
rice_wheat,ALB,-0.0
rice_wheat,ARG,7.5
rice_wheat,ARM,-0.0
rice_wheat,AUS,-1.657541036605835
rice_wheat,AZE,-2.706134557723999
rice_wheat,BGD,-0.7609938383102417
rice_wheat,BGR,2.8189637660980225
rice_wheat,BOL,7.5
rice_wheat,BRA,7.5
rice_wheat,BTN,-0.4836849570274353
rice_wheat,BWA,-0.0
rice_wheat,CAN,-0.0
rice_wheat,CHL,-1.2868680953979492
rice_wheat,CHN,-3.0675368309020996
rice_wheat,CMR,-1.7619750499725342
rice_wheat,COD,-2.2423064708709717
rice_wheat,DZA,7.5
rice_wheat,ECU,-1.3073182106018066
rice_wheat,EGY,-2.175827980041504
rice_wheat,ESP,-2.198929786682129
rice_wheat,ETH,7.5
rice_wheat,FRA,7.5
rice_wheat,GEO,7.5
rice_wheat,GRC,-0.9091585576534271
rice_wheat,GTM,7.5
rice_wheat,HND,-2.0543227195739746
rice_wheat,HUN,7.5
rice_wheat,IND,-1.2919622659683228
rice_wheat,IRN,-4.440040111541748
rice_wheat,IRQ,-2.0962564945220947
rice_wheat,ITA,-2.425924062728882
rice_wheat,JPN,-0.9121866226196289
rice_wheat,KAZ,-0.38919803500175476
rice_wheat,KGZ,-3.278252124786377
rice_wheat,KOR,-6.691973686218262
rice_wheat,LAO,-0.0
rice_wheat,LSO,-0.0
rice_wheat,MAR,-2.4127984046936035
rice_wheat,MDA,7.5
rice_wheat,MDG,-0.9586451649665833
rice_wheat,MEX,7.5
rice_wheat,MKD,7.5
rice_wheat,MLI,-0.5922143459320068
rice_wheat,MMR,-1.9737898111343384
rice_wheat,MOZ,7.5
rice_wheat,MRT,7.5
rice_wheat,MWI,2.859695315361023
rice_wheat,NAM,2.4526288509368896
rice_wheat,NER,-1.3006837964057922
rice_wheat,NGA,-0.9350881576538086
rice_wheat,NPL,-0.7741658389568329
rice_wheat,PAK,-1.6653406620025635
rice_wheat,PRT,-1.3311695456504822
rice_wheat,PRY,-0.9251327514648438
rice_wheat,ROU,7.5
rice_wheat,RUS,7.5
rice_wheat,RWA,-2.2173590660095215
rice_wheat,SDN,-1.6103779077529907
rice_wheat,SOM,7.5
rice_wheat,SVK,-0.0
rice_wheat,SVN,-0.0
rice_wheat,SWZ,7.5
rice_wheat,SYR,-1.1393061876296997
rice_wheat,TCD,-1.0778582096099854
rice_wheat,THA,7.5
rice_wheat,TJK,-4.4916205406188965
rice_wheat,TKM,-1.363931655883789
rice_wheat,TUN,-0.0
rice_wheat,TUR,-2.5900498628616333
rice_wheat,TZA,-0.4893316626548767
rice_wheat,UGA,-2.034787178039551
rice_wheat,UKR,7.5
rice_wheat,URY,-0.7634176015853882
rice_wheat,USA,-1.4629401564598083
rice_wheat,UZB,-4.858599662780762
rice_wheat,VEN,7.5
rice_wheat,VNM,-1.4786078929901123
rice_wheat,ZAF,-1.4668359756469727
rice_wheat,ZMB,-0.9197326302528381
rice_wheat,ZWE,7.5
triple_rice,AFG,7.5
triple_rice,AGO,7.5
triple_rice,ARG,7.5
triple_rice,AUS,7.5
triple_rice,BDI,7.5
triple_rice,BEN,7.5
triple_rice,BFA,7.5
triple_rice,BGD,-1.2986932396888733
triple_rice,BLZ,7.5
triple_rice,BOL,7.5
triple_rice,BRA,7.5
triple_rice,BRN,7.5
triple_rice,BTN,-3.1063289642333984
triple_rice,BWA,-0.0
triple_rice,CHN,7.5
triple_rice,CIV,7.5
triple_rice,CMR,7.5
triple_rice,COD,7.5
triple_rice,COG,7.5
triple_rice,COL,7.5
triple_rice,CRI,7.5
triple_rice,CUB,7.5
triple_rice,DOM,7.5
triple_rice,DZA,7.5
triple_rice,ECU,7.5
triple_rice,EGY,7.5
triple_rice,ERI,7.5
triple_rice,ESP,7.5
triple_rice,ETH,7.5
triple_rice,FJI,7.5
triple_rice,GAB,7.5
triple_rice,GHA,7.5
triple_rice,GIN,7.5
triple_rice,GMB,7.5
triple_rice,GNB,7.5
triple_rice,GNQ,7.5
triple_rice,GRC,7.5
triple_rice,GTM,1.5672242641448975
triple_rice,GUF,7.5
triple_rice,GUY,7.5
triple_rice,HND,7.5
triple_rice,HTI,7.5
triple_rice,IDN,7.5
triple_rice,IND,7.5
triple_rice,IRN,7.5
triple_rice,IRQ,7.5
triple_rice,ITA,7.5
triple_rice,KEN,7.5
triple_rice,KHM,-3.8996076583862305
triple_rice,LAO,7.5
triple_rice,LBR,7.5
triple_rice,LKA,7.5
triple_rice,MAR,7.5
triple_rice,MDG,7.5
triple_rice,MEX,7.5
triple_rice,MLI,7.5
triple_rice,MMR,7.5
triple_rice,MOZ,7.5
triple_rice,MRT,7.5
triple_rice,MUS,7.5
triple_rice,MWI,7.5
triple_rice,MYS,7.5
triple_rice,NAM,7.5
triple_rice,NER,7.5
triple_rice,NGA,7.5
triple_rice,NIC,7.5
triple_rice,NPL,7.5
triple_rice,PAK,7.5
triple_rice,PAN,7.5
triple_rice,PER,7.5
triple_rice,PHL,7.5
triple_rice,PNG,7.5
triple_rice,PRI,7.5
triple_rice,PRY,7.5
triple_rice,RWA,7.5
triple_rice,SAU,7.5
triple_rice,SDN,7.5
triple_rice,SEN,7.5
triple_rice,SLB,-4.463399887084961
triple_rice,SLE,7.5
triple_rice,SLV,7.5
triple_rice,SOM,7.5
triple_rice,SSD,7.5
triple_rice,SUR,7.5
triple_rice,SWZ,7.5
triple_rice,TCD,7.5
triple_rice,TGO,7.5
triple_rice,THA,7.5
triple_rice,TLS,1.2070257663726807
triple_rice,TTO,7.5
triple_rice,TUR,7.5
triple_rice,TWN,7.5
triple_rice,TZA,7.5
triple_rice,UGA,7.5
triple_rice,URY,7.5
triple_rice,USA,7.5
triple_rice,VEN,7.5
triple_rice,VNM,2.3774657249450684
triple_rice,YEM,-0.0
triple_rice,ZAF,7.5
triple_rice,ZMB,7.5
triple_rice,ZWE,7.5
wheat_maize,AFG,-0.987142950296402
wheat_maize,AGO,-1.5639793276786804
wheat_maize,ALB,7.5
wheat_maize,ARE,7.5
wheat_maize,ARG,7.5
wheat_maize,ARM,-0.20531372725963593
wheat_maize,AUS,0.21831773221492767
wheat_maize,AUT,7.5
wheat_maize,AZE,-0.16577379405498505
wheat_maize,BDI,-1.1285237669944763
wheat_maize,BEL,7.5
wheat_maize,BGD,-0.2805894762277603
wheat_maize,BGR,7.5
wheat_maize,BIH,7.5
wheat_maize,BOL,-0.5379511713981628
wheat_maize,BRA,-0.2551809549331665
wheat_maize,BTN,0.9775815010070801
wheat_maize,BWA,-0.12806834280490875
wheat_maize,CAN,7.5
wheat_maize,CHE,7.5
wheat_maize,CHL,-1.4204902052879333
wheat_maize,CHN,-2.534622550010681
wheat_maize,CMR,-0.8777397871017456
wheat_maize,COD,-1.5509594678878784
wheat_maize,COL,-1.017543077468872
wheat_maize,CZE,7.5
wheat_maize,DEU,7.5
wheat_maize,DZA,7.5
wheat_maize,ECU,-1.174363374710083
wheat_maize,EGY,-1.9403982162475586
wheat_maize,ERI,-1.483628749847412
wheat_maize,ESP,-0.37183816730976105
wheat_maize,ETH,-0.48095831274986267
wheat_maize,FRA,7.5
wheat_maize,GEO,0.03364504501223564
wheat_maize,GRC,3.1327497363090515
wheat_maize,GTM,3.283692806959152
wheat_maize,HND,-1.1598638892173767
wheat_maize,HRV,7.5
wheat_maize,HUN,-0.1889820173382759
wheat_maize,IND,-0.7155007719993591
wheat_maize,IRN,-2.1927868127822876
wheat_maize,IRQ,-1.309715747833252
wheat_maize,ISR,-6.799214601516724
wheat_maize,ITA,3.2047759294509888
wheat_maize,JOR,-0.4517395347356796
wheat_maize,KAZ,0.05836658552289009
wheat_maize,KEN,-0.8034234642982483
wheat_maize,KGZ,-0.4759717583656311
wheat_maize,KOR,-0.32594048976898193
wheat_maize,LAO,-0.0
wheat_maize,LBN,-0.6256889700889587
wheat_maize,LBY,7.5
wheat_maize,LSO,-0.029484622180461884
wheat_maize,LUX,7.5
wheat_maize,MAR,-0.5155181288719177
wheat_maize,MDA,7.5
wheat_maize,MDG,-1.1989635229110718
wheat_maize,MEX,-1.1473992466926575
wheat_maize,MKD,7.5
wheat_maize,MMR,-0.7055597007274628
wheat_maize,MNE,7.5
wheat_maize,MOZ,-0.27358514070510864
wheat_maize,MWI,3.3749821186065674
wheat_maize,NAM,-1.4859395027160645
wheat_maize,NIC,7.5
wheat_maize,NLD,7.5
wheat_maize,NPL,-0.640615701675415
wheat_maize,NZL,-1.7160097360610962
wheat_maize,OMN,-4.420738577842712
wheat_maize,PAK,-0.7934242486953735
wheat_maize,PER,-0.9803022146224976
wheat_maize,POL,7.5
wheat_maize,PRT,-0.3829764425754547
wheat_maize,PRY,-0.4256771057844162
wheat_maize,PSE,0.8025093078613281
wheat_maize,ROU,7.5
wheat_maize,RUS,7.5
wheat_maize,RWA,-0.5496123433113098
wheat_maize,SAU,-6.034632444381714
wheat_maize,SLV,-0.0
wheat_maize,SOM,-0.16130700707435608
wheat_maize,SRB,7.5
wheat_maize,SSD,7.5
wheat_maize,SVK,7.5
wheat_maize,SVN,7.5
wheat_maize,SWZ,-1.2421396970748901
wheat_maize,SYR,-1.1873837113380432
wheat_maize,THA,7.5
wheat_maize,TJK,-1.7446982860565186
wheat_maize,TKM,-0.8227759003639221
wheat_maize,TUN,-0.0
wheat_maize,TUR,0.18247121572494507
wheat_maize,TWN,-0.015094302594661713
wheat_maize,TZA,-0.32702822983264923
wheat_maize,UGA,-1.261471152305603
wheat_maize,UKR,7.5
wheat_maize,URY,-0.4494054391980171
wheat_maize,USA,-0.7829434871673584
wheat_maize,UZB,-2.4144288301467896
wheat_maize,VEN,7.5
wheat_maize,VNM,-0.46575742959976196
wheat_maize,YEM,-1.6690679788589478
wheat_maize,ZAF,-0.4967718869447708
wheat_maize,ZMB,0.2362244427204132
wheat_maize,ZWE,7.5
wheat_soybean,AFG,0.018615351989865303
wheat_soybean,AGO,-1.2983956933021545
wheat_soybean,ALB,7.5
wheat_soybean,ARG,7.5
wheat_soybean,ARM,7.5
wheat_soybean,AUS,0.7388911843299866
wheat_soybean,AUT,4.02235934138298
wheat_soybean,AZE,0.9244644641876221
wheat_soybean,BDI,-1.507067620754242
wheat_soybean,BEL,7.5
wheat_soybean,BGD,3.5125124603509903
wheat_soybean,BGR,7.5
wheat_soybean,BIH,7.5
wheat_soybean,BOL,7.5
wheat_soybean,BRA,-0.3770797550678253
wheat_soybean,BTN,7.5
wheat_soybean,BWA,7.5
wheat_soybean,CAN,7.5
wheat_soybean,CHE,7.5
wheat_soybean,CHN,-1.71414315700531
wheat_soybean,CMR,-0.623664140701294
wheat_soybean,COD,-1.329619824886322
wheat_soybean,CZE,7.5
wheat_soybean,DEU,7.5
wheat_soybean,DZA,-0.0
wheat_soybean,ECU,-0.7199182212352753
wheat_soybean,EGY,-1.5721540451049805
wheat_soybean,ESP,-0.011029114946722984
wheat_soybean,ETH,-0.9927521347999573
wheat_soybean,FRA,7.5
wheat_soybean,GEO,-0.015507880598306656
wheat_soybean,GRC,3.6241913586854935
wheat_soybean,GTM,3.729996809735894
wheat_soybean,HND,-0.9084713160991669
wheat_soybean,HRV,7.5
wheat_soybean,HUN,0.06872709095478058
wheat_soybean,IND,-0.721184492111206
wheat_soybean,IRN,-0.6055783033370972
wheat_soybean,IRQ,-0.6384706273674965
wheat_soybean,ISR,7.5
wheat_soybean,ITA,7.5
wheat_soybean,JOR,-0.0
wheat_soybean,JPN,1.7555389404296875
wheat_soybean,KAZ,7.5
wheat_soybean,KEN,-0.7868411540985107
wheat_soybean,KGZ,-0.37445786595344543
wheat_soybean,KOR,3.447060853242874
wheat_soybean,LAO,-0.0
wheat_soybean,LBN,7.5
wheat_soybean,LSO,7.5
wheat_soybean,LUX,7.5
wheat_soybean,MAR,-1.7621086835861206
wheat_soybean,MDA,7.5
wheat_soybean,MEX,-0.617741733789444
wheat_soybean,MKD,7.5
wheat_soybean,MMR,3.705183546990156
wheat_soybean,MNE,7.5
wheat_soybean,MOZ,7.5
wheat_soybean,MWI,3.2974755465984344
wheat_soybean,NGA,7.5
wheat_soybean,NLD,7.5
wheat_soybean,NPL,7.5
wheat_soybean,PAK,-0.6344019174575806
wheat_soybean,PER,-0.4700112044811249
wheat_soybean,POL,7.5
wheat_soybean,PRT,7.5
wheat_soybean,PRY,-0.41118374466896057
wheat_soybean,ROU,7.5
wheat_soybean,RUS,7.5
wheat_soybean,RWA,-0.501826599240303
wheat_soybean,SRB,7.5
wheat_soybean,SVK,7.5
wheat_soybean,SVN,7.5
wheat_soybean,SWZ,-0.6659440994262695
wheat_soybean,SYR,7.5
wheat_soybean,THA,7.5
wheat_soybean,TJK,7.5
wheat_soybean,TKM,4.051137536764145
wheat_soybean,TUR,7.5
wheat_soybean,TWN,-0.5661178827285767
wheat_soybean,TZA,-0.5074585676193237
wheat_soybean,UGA,-1.2226170301437378
wheat_soybean,UKR,7.5
wheat_soybean,URY,-0.15360423922538757
wheat_soybean,USA,-0.42715510725975037
wheat_soybean,UZB,7.5
wheat_soybean,VNM,-0.8331124782562256
wheat_soybean,ZAF,-0.5704772472381592
wheat_soybean,ZMB,-0.41744768619537354
wheat_soybean,ZWE,4.304408550262451
