component,mr_group,intercept,slack,slope_basis
crops,produce:alfalfa_irrigated:region0029_c3,-99.1849,0,
crops,produce:alfalfa_irrigated:region0030_c3,-1.61061,0,
crops,produce:alfalfa_irrigated:region0032_c0,-85.4972,0,
crops,produce:alfalfa_irrigated:region0032_c1,-87.7666,0,
crops,produce:alfalfa_irrigated:region0032_c2,-84.0471,0,
crops,produce:alfalfa_irrigated:region0032_c3,-80.9372,0,
crops,produce:alfalfa_irrigated:region0033_c0,-38.6989,0,
crops,produce:alfalfa_irrigated:region0033_c1,-70.2337,0,
crops,produce:alfalfa_irrigated:region0033_c2,-80.4334,0,
crops,produce:alfalfa_irrigated:region0033_c3,-99.5496,0,
crops,produce:alfalfa_irrigated:region0034_c0,-22.2401,0,
crops,produce:alfalfa_irrigated:region0034_c1,-40.8276,0,
crops,produce:alfalfa_irrigated:region0034_c2,-47.588,0,
crops,produce:alfalfa_irrigated:region0034_c3,-63.5292,0,
crops,produce:alfalfa_irrigated:region0035_c0,-38.5328,0,
crops,produce:alfalfa_irrigated:region0035_c1,-65.0888,0,
crops,produce:alfalfa_irrigated:region0035_c2,-90.672,0,
crops,produce:alfalfa_irrigated:region0035_c3,-98.698,0,
crops,produce:alfalfa_irrigated:region0036_c0,-78.2439,0,
crops,produce:alfalfa_irrigated:region0036_c1,-89.2303,0,
crops,produce:alfalfa_irrigated:region0036_c2,-91.9473,0,
crops,produce:alfalfa_irrigated:region0036_c3,-99.2561,0,
crops,produce:alfalfa_irrigated:region0037_c0,-45.2438,0,
crops,produce:alfalfa_irrigated:region0037_c1,-60.2333,0,
crops,produce:alfalfa_irrigated:region0037_c2,-67.7437,0,
crops,produce:alfalfa_irrigated:region0037_c3,-82.4099,0,
crops,produce:alfalfa_irrigated:region0044_c0,-0.0582083,0,
crops,produce:alfalfa_irrigated:region0044_c1,-0.0309372,0,
crops,produce:alfalfa_irrigated:region0044_c2,0.00519114,0,
crops,produce:alfalfa_irrigated:region0044_c3,0.0411464,0,
crops,produce:alfalfa_irrigated:region0049_c0,0.759141,0,
crops,produce:alfalfa_irrigated:region0049_c1,0.717985,0,
crops,produce:alfalfa_irrigated:region0049_c2,-47.7277,0,
crops,produce:alfalfa_irrigated:region0049_c3,0.844055,0,
crops,produce:alfalfa_irrigated:region0050_c0,-31.434,0,
crops,produce:alfalfa_irrigated:region0050_c2,-29.6758,0,
crops,produce:alfalfa_irrigated:region0050_c3,-38.6945,0,
crops,produce:alfalfa_irrigated:region0051_c0,1.47007,0,
crops,produce:alfalfa_irrigated:region0051_c1,2.59217,0,
crops,produce:alfalfa_irrigated:region0051_c2,3.37472,0,
crops,produce:alfalfa_irrigated:region0051_c3,4.09921,0,
crops,produce:alfalfa_irrigated:region0052_c0,-0.221285,0,
crops,produce:alfalfa_irrigated:region0053_c0,3.55177,0,
crops,produce:alfalfa_irrigated:region0053_c1,3.88978,0,
crops,produce:alfalfa_irrigated:region0053_c2,4.03431,0,
crops,produce:alfalfa_irrigated:region0053_c3,4.44693,0,
crops,produce:alfalfa_irrigated:region0055_c0,5.46474,0,
crops,produce:alfalfa_irrigated:region0055_c1,7.88023,0,
crops,produce:alfalfa_irrigated:region0055_c2,8.20087,0,
crops,produce:alfalfa_irrigated:region0055_c3,7.7924,0,
crops,produce:alfalfa_irrigated:region0056_c0,1.60569,0,
crops,produce:alfalfa_irrigated:region0057_c0,6.65017,0,
crops,produce:alfalfa_irrigated:region0057_c1,6.75275,0,
crops,produce:alfalfa_irrigated:region0057_c2,7.54554,0,
crops,produce:alfalfa_irrigated:region0057_c3,6.92921,0,
crops,produce:alfalfa_irrigated:region0058_c0,-66.9893,0,
crops,produce:alfalfa_irrigated:region0058_c1,-88.7635,0,
crops,produce:alfalfa_irrigated:region0058_c2,-95.2635,0,
crops,produce:alfalfa_irrigated:region0058_c3,-99.4801,0,
crops,produce:alfalfa_irrigated:region0059_c0,-0.17346,0,
crops,produce:alfalfa_irrigated:region0059_c1,0.186125,0,
crops,produce:alfalfa_irrigated:region0059_c2,0.0127506,0,
crops,produce:alfalfa_irrigated:region0059_c3,0.0962544,0,
crops,produce:alfalfa_irrigated:region0060_c0,-69.7844,0,
crops,produce:alfalfa_irrigated:region0060_c1,-80.7795,0,
crops,produce:alfalfa_irrigated:region0060_c2,-77.0781,0,
crops,produce:alfalfa_irrigated:region0060_c3,-78.198,0,
crops,produce:alfalfa_irrigated:region0061_c0,-16.0097,0,
crops,produce:alfalfa_irrigated:region0061_c1,-21.2727,0,
crops,produce:alfalfa_irrigated:region0061_c2,-25.6182,0,
crops,produce:alfalfa_irrigated:region0061_c3,-33.233,0,
crops,produce:alfalfa_irrigated:region0063_c0,-0.199308,0,
crops,produce:alfalfa_irrigated:region0063_c1,-0.194889,0,
crops,produce:alfalfa_irrigated:region0063_c3,-0.480486,0,
crops,produce:alfalfa_irrigated:region0064_c0,1.23321,0,
crops,produce:alfalfa_irrigated:region0064_c1,1.71828,0,
crops,produce:alfalfa_irrigated:region0064_c2,1.95597,0,
crops,produce:alfalfa_irrigated:region0064_c3,2.10838,0,
crops,produce:alfalfa_irrigated:region0066_c0,0.820044,0,
crops,produce:alfalfa_irrigated:region0066_c1,1.35733,0,
crops,produce:alfalfa_irrigated:region0066_c2,1.33187,0,
crops,produce:alfalfa_irrigated:region0066_c3,1.57438,0,
crops,produce:alfalfa_irrigated:region0068_c0,-32.785,0,
crops,produce:alfalfa_irrigated:region0068_c1,-38.3216,0,
crops,produce:alfalfa_irrigated:region0068_c2,-41.8598,0,
crops,produce:alfalfa_irrigated:region0068_c3,-57.8086,0,
crops,produce:alfalfa_irrigated:region0069_c0,-40.5231,0,
crops,produce:alfalfa_irrigated:region0069_c1,-47.6751,0,
crops,produce:alfalfa_irrigated:region0069_c2,-57.6989,0,
crops,produce:alfalfa_irrigated:region0069_c3,-100,-2.80488e-09,
crops,produce:alfalfa_irrigated:region0075_c0,-8.49651,0,
crops,produce:alfalfa_irrigated:region0075_c1,-9.61496,0,
crops,produce:alfalfa_irrigated:region0075_c2,-12.4298,0,
crops,produce:alfalfa_irrigated:region0075_c3,-16.5141,0,
crops,produce:alfalfa_irrigated:region0076_c0,-0.331591,0,
crops,produce:alfalfa_irrigated:region0077_c1,1.61247,0,
crops,produce:alfalfa_irrigated:region0077_c2,1.80803,0,
crops,produce:alfalfa_irrigated:region0077_c3,2.14047,0,
crops,produce:alfalfa_irrigated:region0078_c0,-2.84929,0,
crops,produce:alfalfa_irrigated:region0078_c1,-3.13725,0,
crops,produce:alfalfa_irrigated:region0081_c0,3.29543,0,
crops,produce:alfalfa_irrigated:region0081_c1,3.17996,0,
crops,produce:alfalfa_irrigated:region0081_c2,2.95906,0,
crops,produce:alfalfa_irrigated:region0081_c3,2.9689,0,
crops,produce:alfalfa_irrigated:region0083_c0,-32.4665,0,
crops,produce:alfalfa_irrigated:region0083_c1,-32.6602,0,
crops,produce:alfalfa_irrigated:region0083_c2,-33.7874,0,
crops,produce:alfalfa_irrigated:region0083_c3,-34.402,0,
crops,produce:alfalfa_irrigated:region0086_c0,1.18376,0,
crops,produce:alfalfa_irrigated:region0086_c1,1.40841,0,
crops,produce:alfalfa_irrigated:region0086_c2,1.4384,0,
crops,produce:alfalfa_irrigated:region0086_c3,1.52141,0,
crops,produce:alfalfa_irrigated:region0087_c0,1.1689,0,
crops,produce:alfalfa_irrigated:region0087_c1,1.20313,0,
crops,produce:alfalfa_irrigated:region0087_c2,1.297,0,
crops,produce:alfalfa_irrigated:region0087_c3,-72.3521,0,
crops,produce:alfalfa_irrigated:region0088_c0,1.26399,0,
crops,produce:alfalfa_irrigated:region0088_c1,1.33085,0,
crops,produce:alfalfa_irrigated:region0088_c2,1.44424,0,
crops,produce:alfalfa_irrigated:region0088_c3,1.52443,0,
crops,produce:alfalfa_irrigated:region0089_c1,-50.3724,0,
crops,produce:alfalfa_irrigated:region0090_c0,-0.0551688,0,
crops,produce:alfalfa_irrigated:region0090_c1,0.119439,0,
crops,produce:alfalfa_irrigated:region0090_c2,0.293128,0,
crops,produce:alfalfa_irrigated:region0090_c3,0.374939,0,
crops,produce:alfalfa_irrigated:region0091_c0,-0.280043,0,
crops,produce:alfalfa_irrigated:region0091_c1,0.103977,0,
crops,produce:alfalfa_irrigated:region0091_c2,0.200268,0,
crops,produce:alfalfa_irrigated:region0091_c3,0.328668,0,
crops,produce:alfalfa_irrigated:region0092_c0,0.535657,0,
crops,produce:alfalfa_irrigated:region0092_c1,0.667621,0,
crops,produce:alfalfa_irrigated:region0092_c2,1.11101,0,
crops,produce:alfalfa_irrigated:region0092_c3,1.44269,0,
crops,produce:alfalfa_irrigated:region0094_c0,0.674481,0,
crops,produce:alfalfa_irrigated:region0094_c1,0.664548,0,
crops,produce:alfalfa_irrigated:region0094_c2,0.675436,0,
crops,produce:alfalfa_irrigated:region0094_c3,0.856226,0,
crops,produce:alfalfa_irrigated:region0095_c0,1.81867,0,
crops,produce:alfalfa_irrigated:region0095_c1,2.00905,0,
crops,produce:alfalfa_irrigated:region0095_c2,2.62481,0,
crops,produce:alfalfa_irrigated:region0095_c3,3.96094,0,
crops,produce:alfalfa_irrigated:region0096_c0,0.231095,0,
crops,produce:alfalfa_irrigated:region0096_c1,0.307133,0,
crops,produce:alfalfa_irrigated:region0096_c2,0.343352,0,
crops,produce:alfalfa_irrigated:region0096_c3,0.363655,0,
crops,produce:alfalfa_irrigated:region0097_c0,0.413833,0,
crops,produce:alfalfa_irrigated:region0097_c1,0.683219,0,
crops,produce:alfalfa_irrigated:region0097_c2,0.734627,0,
crops,produce:alfalfa_irrigated:region0097_c3,0.793308,0,
crops,produce:alfalfa_irrigated:region0098_c0,-80.8586,0,
crops,produce:alfalfa_irrigated:region0098_c1,-70.4089,0,
crops,produce:alfalfa_irrigated:region0098_c2,-88.8228,0,
crops,produce:alfalfa_irrigated:region0098_c3,-100,-1.73743e-07,
crops,produce:alfalfa_irrigated:region0099_c1,-1.09202,0,
crops,produce:alfalfa_irrigated:region0099_c2,-0.887405,0,
crops,produce:alfalfa_irrigated:region0099_c3,-1.02489,0,
crops,produce:alfalfa_irrigated:region0100_c0,-1.08613,0,
crops,produce:alfalfa_irrigated:region0100_c1,-0.919047,0,
crops,produce:alfalfa_irrigated:region0100_c2,-0.795158,0,
crops,produce:alfalfa_irrigated:region0100_c3,-0.662691,0,
crops,produce:alfalfa_irrigated:region0101_c0,-1.19994,0,
crops,produce:alfalfa_irrigated:region0101_c1,-1.16714,0,
crops,produce:alfalfa_irrigated:region0101_c2,-0.968564,0,
crops,produce:alfalfa_irrigated:region0101_c3,-0.815989,0,
crops,produce:alfalfa_irrigated:region0103_c0,-0.504461,0,
crops,produce:alfalfa_irrigated:region0103_c1,0.0278015,0,
crops,produce:alfalfa_irrigated:region0103_c2,0.40069,0,
crops,produce:alfalfa_irrigated:region0103_c3,0.69535,0,
crops,produce:alfalfa_irrigated:region0107_c0,4.11664,0,
crops,produce:alfalfa_irrigated:region0107_c1,4.13334,0,
crops,produce:alfalfa_irrigated:region0107_c2,5.00092,0,
crops,produce:alfalfa_irrigated:region0107_c3,5.3887,0,
crops,produce:alfalfa_irrigated:region0109_c1,-45.4051,0,
crops,produce:alfalfa_irrigated:region0109_c2,-95.5118,0,
crops,produce:alfalfa_irrigated:region0109_c3,-100,-2.6821e-09,
crops,produce:alfalfa_irrigated:region0110_c0,-62.8133,0,
crops,produce:alfalfa_irrigated:region0110_c1,-95.1139,0,
crops,produce:alfalfa_irrigated:region0110_c2,-98.4035,0,
crops,produce:alfalfa_irrigated:region0110_c3,-100,-1.45916e-07,
crops,produce:alfalfa_irrigated:region0112_c0,0.258066,0,
crops,produce:alfalfa_irrigated:region0112_c1,0.265373,0,
crops,produce:alfalfa_irrigated:region0112_c2,0.282786,0,
crops,produce:alfalfa_irrigated:region0112_c3,-73.2205,0,
crops,produce:alfalfa_irrigated:region0116_c0,-0.258464,0,
crops,produce:alfalfa_irrigated:region0116_c1,-0.0167952,0,
crops,produce:alfalfa_irrigated:region0116_c2,-0.130138,0,
crops,produce:alfalfa_irrigated:region0116_c3,0.326004,0,
crops,produce:alfalfa_irrigated:region0117_c0,-100,-3.54832e-08,
crops,produce:alfalfa_irrigated:region0117_c1,-96.4658,0,
crops,produce:alfalfa_irrigated:region0117_c2,-92.9379,0,
crops,produce:alfalfa_irrigated:region0117_c3,-87.9099,0,
crops,produce:alfalfa_irrigated:region0119_c0,-59.8706,0,
crops,produce:alfalfa_irrigated:region0119_c1,-82.953,0,
crops,produce:alfalfa_irrigated:region0119_c2,-91.4772,0,
crops,produce:alfalfa_irrigated:region0119_c3,-99.9165,0,
crops,produce:alfalfa_irrigated:region0120_c0,-63.2481,0,
crops,produce:alfalfa_irrigated:region0120_c1,-83.0123,0,
crops,produce:alfalfa_irrigated:region0120_c2,-94.8529,0,
crops,produce:alfalfa_irrigated:region0120_c3,-97.6142,0,
crops,produce:alfalfa_irrigated:region0121_c0,-97.8178,0,
crops,produce:alfalfa_irrigated:region0121_c1,-90.5984,0,
crops,produce:alfalfa_irrigated:region0121_c2,-95.1448,0,
crops,produce:alfalfa_irrigated:region0121_c3,-99.7821,0,
crops,produce:alfalfa_irrigated:region0123_c0,-100,-2.542e-05,
crops,produce:alfalfa_irrigated:region0123_c3,-100,-4.40121e-05,
crops,produce:alfalfa_irrigated:region0124_c0,2.16868,0,
crops,produce:alfalfa_irrigated:region0124_c1,2.09232,0,
crops,produce:alfalfa_irrigated:region0124_c2,2.42343,0,
crops,produce:alfalfa_irrigated:region0124_c3,3.79496,0,
crops,produce:alfalfa_irrigated:region0125_c2,-65.9313,0,
crops,produce:alfalfa_irrigated:region0125_c3,-99.877,0,
crops,produce:alfalfa_irrigated:region0126_c0,-28.2046,0,
crops,produce:alfalfa_irrigated:region0126_c1,-41.4705,0,
crops,produce:alfalfa_irrigated:region0126_c2,-100,8.44693e-11,
crops,produce:alfalfa_irrigated:region0126_c3,-41.2256,0,
crops,produce:alfalfa_irrigated:region0128_c0,0.0396011,0,
crops,produce:alfalfa_irrigated:region0128_c1,-0.0360734,0,
crops,produce:alfalfa_irrigated:region0129_c0,-47.295,0,
crops,produce:alfalfa_irrigated:region0129_c1,-72.9649,0,
crops,produce:alfalfa_irrigated:region0129_c2,-61.574,0,
crops,produce:alfalfa_irrigated:region0129_c3,-100,-3.05293e-07,
crops,produce:alfalfa_irrigated:region0133_c2,-53.4513,0,
crops,produce:alfalfa_irrigated:region0133_c3,-54.9119,0,
crops,produce:alfalfa_irrigated:region0137_c0,9.90386,0,
crops,produce:alfalfa_irrigated:region0137_c1,10.4608,0,
crops,produce:alfalfa_irrigated:region0137_c2,12.0413,0,
crops,produce:alfalfa_irrigated:region0137_c3,12.6243,0,
crops,produce:alfalfa_irrigated:region0138_c0,0.0123481,0,
crops,produce:alfalfa_irrigated:region0138_c1,1.02594,0,
crops,produce:alfalfa_irrigated:region0138_c2,1.71618,0,
crops,produce:alfalfa_irrigated:region0138_c3,2.42759,0,
crops,produce:alfalfa_irrigated:region0139_c0,-0.622932,0,
crops,produce:alfalfa_irrigated:region0139_c1,-0.393295,0,
crops,produce:alfalfa_irrigated:region0139_c2,-0.284449,0,
crops,produce:alfalfa_irrigated:region0139_c3,-0.162774,0,
crops,produce:alfalfa_irrigated:region0140_c0,0.610031,0,
crops,produce:alfalfa_irrigated:region0140_c1,1.16673,0,
crops,produce:alfalfa_irrigated:region0140_c2,1.71702,0,
crops,produce:alfalfa_irrigated:region0140_c3,2.05188,0,
crops,produce:alfalfa_irrigated:region0141_c0,0.464894,0,
crops,produce:alfalfa_irrigated:region0141_c1,0.842476,0,
crops,produce:alfalfa_irrigated:region0141_c2,0.281051,0,
crops,produce:alfalfa_irrigated:region0141_c3,1.96842,0,
crops,produce:alfalfa_irrigated:region0142_c0,0.571206,0,
crops,produce:alfalfa_irrigated:region0142_c1,0.686549,0,
crops,produce:alfalfa_irrigated:region0142_c2,0.915728,0,
crops,produce:alfalfa_irrigated:region0142_c3,0.918409,0,
crops,produce:alfalfa_irrigated:region0144_c0,-14.3894,0,
crops,produce:alfalfa_irrigated:region0147_c0,-39.3274,0,
crops,produce:alfalfa_irrigated:region0147_c1,-43.7657,0,
crops,produce:alfalfa_irrigated:region0147_c2,-46.2367,0,
crops,produce:alfalfa_irrigated:region0147_c3,-48.7254,0,
crops,produce:alfalfa_irrigated:region0148_c0,0.532983,0,
crops,produce:alfalfa_irrigated:region0148_c1,0.586414,0,
crops,produce:alfalfa_irrigated:region0148_c2,0.612199,0,
crops,produce:alfalfa_irrigated:region0148_c3,0.76279,0,
crops,produce:alfalfa_irrigated:region0149_c0,-55.6292,0,
crops,produce:alfalfa_irrigated:region0149_c1,-61.2503,0,
crops,produce:alfalfa_irrigated:region0149_c2,-78.376,0,
crops,produce:alfalfa_irrigated:region0149_c3,-100,-2.56022e-08,
crops,produce:alfalfa_irrigated:region0150_c0,-81.1377,0,
crops,produce:alfalfa_irrigated:region0150_c1,-79.7696,0,
crops,produce:alfalfa_irrigated:region0150_c2,-96.4726,0,
crops,produce:alfalfa_irrigated:region0150_c3,-100,-5.02009e-07,
crops,produce:alfalfa_irrigated:region0151_c0,-0.0269726,0,
crops,produce:alfalfa_irrigated:region0151_c1,0.126617,0,
crops,produce:alfalfa_irrigated:region0151_c2,0.0568507,0,
crops,produce:alfalfa_irrigated:region0151_c3,0.0451619,0,
crops,produce:alfalfa_irrigated:region0152_c0,-89.4321,0,
crops,produce:alfalfa_irrigated:region0152_c1,-89.6582,0,
crops,produce:alfalfa_irrigated:region0152_c2,-88.8398,0,
crops,produce:alfalfa_irrigated:region0152_c3,-76.8885,0,
crops,produce:alfalfa_irrigated:region0153_c0,-61.301,0,
crops,produce:alfalfa_irrigated:region0153_c1,-66.9658,0,
crops,produce:alfalfa_irrigated:region0153_c2,-71.4517,0,
crops,produce:alfalfa_irrigated:region0153_c3,-67.1666,0,
crops,produce:alfalfa_irrigated:region0154_c0,-33.8938,0,
crops,produce:alfalfa_irrigated:region0154_c1,-65.8957,0,
crops,produce:alfalfa_irrigated:region0154_c2,-60.8233,0,
crops,produce:alfalfa_irrigated:region0154_c3,-62.0457,0,
crops,produce:alfalfa_irrigated:region0155_c0,-100,-6.09611e-05,
crops,produce:alfalfa_irrigated:region0155_c1,-80.3819,0,
crops,produce:alfalfa_irrigated:region0155_c2,-77.4822,0,
crops,produce:alfalfa_irrigated:region0155_c3,-86.1324,0,
crops,produce:alfalfa_irrigated:region0157_c0,-1.31342,0,
crops,produce:alfalfa_irrigated:region0157_c1,-1.68891,0,
crops,produce:alfalfa_irrigated:region0157_c2,-1.52724,0,
crops,produce:alfalfa_irrigated:region0157_c3,-1.7305,0,
crops,produce:alfalfa_irrigated:region0158_c0,-1.04827,0,
crops,produce:alfalfa_irrigated:region0158_c1,-0.937327,0,
crops,produce:alfalfa_irrigated:region0158_c2,-0.960068,0,
crops,produce:alfalfa_irrigated:region0158_c3,-1.033,0,
crops,produce:alfalfa_irrigated:region0160_c0,-17.9591,0,
crops,produce:alfalfa_irrigated:region0161_c1,2.0583,0,
crops,produce:alfalfa_irrigated:region0161_c3,2.05266,0,
crops,produce:alfalfa_irrigated:region0165_c0,-89.7631,0,
crops,produce:alfalfa_irrigated:region0165_c1,0.327362,0,
crops,produce:alfalfa_irrigated:region0165_c2,-88.9608,0,
crops,produce:alfalfa_irrigated:region0165_c3,0.231072,0,
crops,produce:alfalfa_irrigated:region0166_c0,-74.0814,0,
crops,produce:alfalfa_irrigated:region0166_c1,-98.9432,0,
crops,produce:alfalfa_irrigated:region0166_c2,-96.59,0,
crops,produce:alfalfa_irrigated:region0168_c2,0.184199,0,
crops,produce:alfalfa_irrigated:region0168_c3,0.15904,0,
crops,produce:alfalfa_irrigated:region0169_c0,0.710267,0,
crops,produce:alfalfa_irrigated:region0169_c1,1.24009,0,
crops,produce:alfalfa_irrigated:region0170_c0,-40.4387,0,
crops,produce:alfalfa_irrigated:region0170_c1,-47.8946,0,
crops,produce:alfalfa_irrigated:region0170_c2,-48.3939,0,
crops,produce:alfalfa_irrigated:region0170_c3,-46.2281,0,
crops,produce:alfalfa_irrigated:region0171_c1,-26.4061,0,
crops,produce:alfalfa_irrigated:region0171_c2,-35.4495,0,
crops,produce:alfalfa_irrigated:region0171_c3,-36.5793,0,
crops,produce:alfalfa_irrigated:region0172_c1,1.17922,0,
crops,produce:alfalfa_irrigated:region0172_c2,1.71995,0,
crops,produce:alfalfa_irrigated:region0172_c3,1.97334,0,
crops,produce:alfalfa_irrigated:region0173_c1,-66.0972,0,
crops,produce:alfalfa_irrigated:region0173_c2,-99.808,0,
crops,produce:alfalfa_irrigated:region0173_c3,-99.9921,0,
crops,produce:alfalfa_irrigated:region0174_c1,0.603184,0,
crops,produce:alfalfa_irrigated:region0174_c2,0.580426,0,
crops,produce:alfalfa_irrigated:region0174_c3,0.824758,0,
crops,produce:alfalfa_irrigated:region0178_c0,-0.630573,0,
crops,produce:alfalfa_irrigated:region0178_c1,-0.585622,0,
crops,produce:alfalfa_irrigated:region0178_c2,-0.436881,0,
crops,produce:alfalfa_irrigated:region0178_c3,-0.304362,0,
crops,produce:alfalfa_irrigated:region0179_c0,-0.793476,0,
crops,produce:alfalfa_irrigated:region0179_c1,-0.666442,0,
crops,produce:alfalfa_irrigated:region0179_c2,-0.616195,0,
crops,produce:alfalfa_irrigated:region0179_c3,-0.427983,0,
crops,produce:alfalfa_irrigated:region0181_c2,-54.008,0,
crops,produce:alfalfa_irrigated:region0181_c3,-55.0184,0,
crops,produce:alfalfa_irrigated:region0182_c0,-0.457769,0,
crops,produce:alfalfa_irrigated:region0182_c1,-0.284645,0,
crops,produce:alfalfa_irrigated:region0182_c2,-0.372066,0,
crops,produce:alfalfa_irrigated:region0182_c3,-0.173999,0,
crops,produce:alfalfa_irrigated:region0183_c0,0.553558,0,
crops,produce:alfalfa_irrigated:region0183_c1,1.03792,0,
crops,produce:alfalfa_irrigated:region0183_c2,1.44649,0,
crops,produce:alfalfa_irrigated:region0183_c3,2.18165,0,
crops,produce:alfalfa_irrigated:region0184_c0,-67.0083,0,
crops,produce:alfalfa_irrigated:region0184_c1,-71.657,0,
crops,produce:alfalfa_irrigated:region0184_c2,-85.4322,0,
crops,produce:alfalfa_irrigated:region0184_c3,-99.8691,0,
crops,produce:alfalfa_irrigated:region0187_c0,-0.232247,0,
crops,produce:alfalfa_irrigated:region0187_c1,-0.237695,0,
crops,produce:alfalfa_irrigated:region0187_c2,-0.242399,0,
crops,produce:alfalfa_irrigated:region0187_c3,0.19411,0,
crops,produce:alfalfa_irrigated:region0189_c0,1.21507,0,
crops,produce:alfalfa_irrigated:region0189_c1,1.77256,0,
crops,produce:alfalfa_irrigated:region0189_c2,2.3189,0,
crops,produce:alfalfa_irrigated:region0189_c3,2.76381,0,
crops,produce:alfalfa_irrigated:region0190_c0,0.115466,0,
crops,produce:alfalfa_irrigated:region0190_c1,0.777422,0,
crops,produce:alfalfa_irrigated:region0190_c2,1.52874,0,
crops,produce:alfalfa_irrigated:region0190_c3,2.69198,0,
crops,produce:alfalfa_irrigated:region0191_c2,0.232414,0,
crops,produce:alfalfa_irrigated:region0192_c0,-1.5223,0,
crops,produce:alfalfa_irrigated:region0192_c1,-1.2818,0,
